booking_id,client_id,booking_date,course_name,course_category,number_of_participants,revenue,payment_date,payment_status
B03566,C0426,2022-02-04,Internal Audit,Finance & Accounting,29,213237,2022-02-08,Paid
B03567,C0426,2022-04-21,Risk Management,Project Management,21,174468,2022-05-13,Pending
B03568,C0427,2025-09-15,Strategic Leadership,Leadership & Management,15,100320,2025-10-09,Overdue
B03569,C0428,2024-07-02,Virtual Team Building,Team Building,14,82558,2024-07-28,Pending
B03570,C0428,2024-08-02,HR Management Essentials,Human Resources,21,136689,2024-08-03,Paid
B03571,C0428,2024-09-06,Conflict Resolution,Communication Skills,15,87495,2024-10-04,Overdue
B03572,C0429,2023-06-07,Risk & Compliance,Compliance & Quality,8,60368,2023-07-04,Pending
B03573,C0429,2023-07-31,Generative AI Essentials,AI & Technology,5,43620,2023-08-12,Paid
B03574,C0429,2023-09-07,Office Management,Administration,12,47208,2023-09-10,Paid
B03575,C0429,2023-10-10,Internal Control Systems,Compliance & Quality,8,56408,2023-10-25,Paid
B03576,C0429,2023-12-01,Executive Assistant Excellence,Administration,10,37720,2023-12-28,Overdue
B03577,C0429,2024-01-24,Innovation Workshop,Team Building,6,40050,2024-02-10,Paid
B03578,C0429,2024-03-10,Internal Audit,Finance & Accounting,7,46277,2024-04-07,Pending
B03579,C0429,2024-04-30,Employee Relations,Human Resources,11,62766,2024-05-12,Paid
B03580,C0429,2024-06-18,Executive Assistant Excellence,Administration,5,27915,2024-07-13,Overdue
B03581,C0429,2024-07-29,Executive Assistant Excellence,Administration,11,41492,2024-08-16,Paid
B03582,C0429,2024-09-20,Team Building Workshop,Team Building,12,68232,2024-10-01,Paid
B03583,C0430,2023-01-31,Critical Thinking,Personal Development,17,65127,2023-02-02,Paid
B03584,C0430,2023-03-12,Complaint Handling,Customer Service,23,64377,2023-03-14,Paid
B03585,C0430,2023-04-06,Digital Transformation,AI & Technology,25,195525,2023-04-19,Paid
B03586,C0430,2023-05-18,Finance for Non-Finance,Finance & Accounting,15,92400,2023-06-05,Paid
B03587,C0430,2023-06-19,Team Building Workshop,Team Building,27,147474,2023-06-25,Paid
B03588,C0430,2023-07-07,Prompt Engineering for Professionals,AI & Technology,25,216600,2023-07-24,Paid
B03589,C0430,2023-08-04,Strategic Marketing,Sales & Marketing,26,183326,2023-08-09,Paid
B03590,C0430,2023-08-31,Executive Leadership,Leadership & Management,30,178590,2023-09-25,Pending
B03591,C0430,2023-09-25,Strategic Leadership,Leadership & Management,23,163852,2023-10-08,Paid
B03592,C0430,2023-10-30,Prince2 Foundation,Project Management,15,109410,2023-11-18,Paid
B03593,C0430,2023-11-18,Problem Solving,Personal Development,30,86520,2023-11-22,Paid
B03594,C0430,2023-12-30,Team Building Workshop,Team Building,17,66657,2024-01-08,Paid
B03595,C0430,2024-01-21,Change Management,Leadership & Management,21,208509,2024-01-28,Paid
B03596,C0430,2024-03-07,Leadership Team Offsite,Team Building,28,183484,2024-04-06,Overdue
B03597,C0431,2025-11-09,Sales Fundamentals,Sales & Marketing,11,48125,2025-11-27,Paid
B03598,C0432,2022-08-02,Innovation Workshop,Team Building,4,18160,2022-08-16,Paid
B03599,C0432,2022-10-04,Problem Solving,Personal Development,8,46112,2022-10-28,Pending
B03600,C0432,2022-12-14,Sales Fundamentals,Sales & Marketing,7,54936,2023-01-01,Paid
B03601,C0432,2023-02-25,AI for Business Leaders,AI & Technology,10,98530,2023-03-12,Paid
B03602,C0432,2023-05-22,Problem Solving,Personal Development,10,40120,2023-06-02,Paid
B03603,C0432,2023-08-03,Compensation & Benefits,Human Resources,5,49265,2023-08-23,Paid
B03604,C0432,2023-10-07,Office Management,Administration,6,25986,2023-10-10,Paid
B03605,C0432,2023-12-06,Time Management,Personal Development,3,16740,2023-12-30,Overdue
B03606,C0432,2024-02-27,Business Communication,Communication Skills,6,25626,2024-02-27,Paid
B03607,C0432,2024-05-14,Key Account Management,Sales & Marketing,7,40208,2024-05-21,Paid
B03608,C0433,2023-08-04,Strategic Leadership,Leadership & Management,7,76881,2023-08-29,Overdue
B03609,C0433,2023-09-12,Finance for Non-Finance,Finance & Accounting,6,61416,2023-10-07,Overdue
B03610,C0433,2023-10-19,Digital Marketing,Sales & Marketing,2,15824,2023-10-20,Paid
B03611,C0433,2023-12-10,Leadership Excellence Program,Leadership & Management,4,41788,2024-01-09,Overdue
B03612,C0433,2024-01-15,Email Writing Mastery,Communication Skills,6,28596,2024-02-01,Paid
B03613,C0433,2024-02-29,Executive Assistant Excellence,Administration,8,44264,2024-03-12,Paid
B03614,C0433,2024-04-29,Budgeting & Forecasting,Finance & Accounting,9,91683,2024-05-28,Overdue
B03615,C0434,2024-07-09,Business Communication,Communication Skills,5,17970,2024-07-22,Paid
B03616,C0434,2024-08-18,Compensation & Benefits,Human Resources,10,61950,2024-09-09,Pending
B03617,C0434,2024-10-13,Digital Marketing,Sales & Marketing,8,41232,2024-10-31,Paid
B03618,C0434,2024-11-21,Virtual Team Building,Team Building,11,74734,2024-11-29,Paid
B03619,C0434,2025-01-01,Digital Transformation,AI & Technology,11,107987,2025-01-06,Paid
B03620,C0434,2025-02-20,Sales Fundamentals,Sales & Marketing,12,54288,2025-02-23,Paid
B03621,C0434,2025-03-21,Critical Thinking,Personal Development,14,67368,2025-04-01,Paid
B03622,C0434,2025-04-26,Project Planning & Execution,Project Management,14,163030,2025-05-08,Paid
B03623,C0434,2025-06-20,Employee Relations,Human Resources,10,58160,2025-06-21,Paid
B03624,C0435,2021-10-12,Internal Audit,Finance & Accounting,19,174344,2021-10-31,Paid
B03625,C0435,2021-11-21,Data Literacy for Leaders,AI & Technology,20,195680,2021-12-03,Paid
B03626,C0435,2022-01-09,Presentation Skills,Communication Skills,19,83885,2022-01-30,Overdue
B03627,C0435,2022-02-04,Compensation & Benefits,Human Resources,19,161196,2022-02-14,Paid
B03628,C0435,2022-03-07,Leadership Team Offsite,Team Building,18,115992,2022-04-04,Overdue
B03629,C0435,2022-04-13,Virtual Team Building,Team Building,17,75990,2022-05-05,Overdue
B03630,C0435,2022-05-20,ISO 9001 Quality Management,Compliance & Quality,12,96900,2022-06-08,Paid
B03631,C0435,2022-06-18,Agile & Scrum Fundamentals,Project Management,22,236808,2022-07-17,Pending
B03632,C0435,2022-07-19,Leadership Team Offsite,Team Building,17,107134,2022-08-10,Overdue
B03633,C0435,2022-08-30,Finance for Non-Finance,Finance & Accounting,24,180216,2022-09-06,Paid
B03634,C0435,2022-09-30,Digital Transformation,AI & Technology,18,150822,2022-10-08,Paid
B03635,C0435,2022-11-09,Strategic Leadership,Leadership & Management,15,104490,2022-11-16,Paid
B03636,C0435,2022-12-18,Executive Leadership,Leadership & Management,20,188700,2022-12-31,Paid
B03637,C0435,2023-02-03,Project Planning & Execution,Project Management,25,295925,2023-03-04,Pending
B03638,C0435,2023-03-07,Digital Transformation,AI & Technology,18,111942,2023-03-14,Paid
B03639,C0435,2023-04-15,Prince2 Foundation,Project Management,13,89115,2023-05-13,Overdue
B03640,C0435,2023-05-20,Project Planning & Execution,Project Management,11,127732,2023-05-25,Paid
B03641,C0435,2023-06-22,Agile & Scrum Fundamentals,Project Management,25,302575,2023-06-23,Paid
B03642,C0435,2023-07-20,Digital Marketing,Sales & Marketing,20,105960,2023-08-17,Overdue
B03643,C0436,2025-05-08,Negotiation Skills,Communication Skills,20,92380,2025-06-02,Pending
B03644,C0436,2025-08-01,Innovation Workshop,Team Building,14,49406,2025-08-08,Paid
B03645,C0436,2025-10-28,Leadership Excellence Program,Leadership & Management,11,88561,2025-11-05,Paid
B03646,C0437,2022-02-18,PMP Certification Prep,Project Management,14,171108,2022-02-21,Paid
B03647,C0437,2022-03-30,Performance Appraisal,Human Resources,24,150240,2022-04-26,Overdue
B03648,C0437,2022-05-26,Presentation Skills,Communication Skills,22,80014,2022-06-05,Paid
B03649,C0437,2022-06-25,Prompt Engineering for Professionals,AI & Technology,20,197940,2022-07-16,Overdue
B03650,C0437,2022-07-27,Leadership Excellence Program,Leadership & Management,23,149477,2022-08-25,Pending
B03651,C0437,2022-09-16,Change Management,Leadership & Management,18,152280,2022-10-03,Paid
B03652,C0437,2022-11-02,Budgeting & Forecasting,Finance & Accounting,16,117280,2022-11-24,Overdue
B03653,C0437,2022-12-07,Email Writing Mastery,Communication Skills,22,82390,2022-12-09,Paid
B03654,C0437,2023-01-22,Change Management,Leadership & Management,17,165308,2023-02-08,Paid
B03655,C0437,2023-02-20,Negotiation Skills,Communication Skills,11,40557,2023-03-01,Paid
B03656,C0437,2023-04-15,HR Management Essentials,Human Resources,16,127744,2023-04-28,Paid
B03657,C0437,2023-05-13,Prince2 Foundation,Project Management,14,98448,2023-06-09,Pending
B03658,C0437,2023-06-14,Talent Acquisition,Human Resources,19,127148,2023-06-23,Paid
B03659,C0437,2023-08-09,HR Management Essentials,Human Resources,18,117270,2023-08-15,Paid
B03660,C0437,2023-09-29,Problem Solving,Personal Development,13,33982,2023-10-08,Paid
B03661,C0437,2023-11-23,Employee Relations,Human Resources,24,182064,2023-12-11,Paid
B03662,C0437,2024-01-01,Customer Service Excellence,Customer Service,22,97460,2024-01-27,Pending
B03663,C0438,2023-03-28,Problem Solving,Personal Development,10,50240,2023-04-19,Pending
B03664,C0438,2023-07-14,Digital Transformation,AI & Technology,9,86616,2023-08-07,Pending
B03665,C0438,2023-11-01,Risk Management,Project Management,15,111345,2023-11-21,Paid
B03666,C0439,2025-01-15,Talent Acquisition,Human Resources,2,14474,2025-01-21,Paid
B03667,C0439,2025-04-07,Internal Audit,Finance & Accounting,2,15542,2025-04-14,Paid
B03668,C0439,2025-06-21,Generative AI Essentials,AI & Technology,7,48188,2025-06-26,Paid
B03669,C0439,2025-09-16,Prince2 Foundation,Project Management,10,110440,2025-10-16,Overdue
B03670,C0440,2022-05-20,AI for Business Leaders,AI & Technology,14,138124,2022-06-14,Pending
B03671,C0440,2022-06-21,Leadership Excellence Program,Leadership & Management,14,84882,2022-06-25,Paid
B03672,C0440,2022-08-01,Business Communication,Communication Skills,22,109362,2022-08-04,Paid
B03673,C0440,2022-09-21,Performance Appraisal,Human Resources,16,130480,2022-09-21,Paid
B03674,C0440,2022-10-28,Employee Relations,Human Resources,10,58630,2022-11-03,Paid
B03675,C0440,2022-12-17,HR Analytics,Human Resources,23,154790,2022-12-31,Paid
B03676,C0440,2023-02-09,Change Management,Leadership & Management,13,116064,2023-03-06,Overdue
B03677,C0440,2023-04-01,Negotiation Skills,Communication Skills,10,44980,2023-04-28,Overdue
B03678,C0440,2023-05-27,Risk Management,Project Management,25,276100,2023-06-15,Paid
B03679,C0440,2023-07-17,Presentation Skills,Communication Skills,20,76840,2023-08-14,Pending
B03680,C0440,2023-08-18,HR Management Essentials,Human Resources,18,131994,2023-08-29,Paid
B03681,C0440,2023-09-20,Performance Appraisal,Human Resources,11,59092,2023-10-20,Pending
B03682,C0440,2023-10-23,Employee Relations,Human Resources,18,142920,2023-11-07,Paid
B03683,C0440,2023-11-23,Prince2 Foundation,Project Management,17,119017,2023-11-29,Paid
B03684,C0441,2025-07-02,Change Management,Leadership & Management,2,15488,2025-07-16,Paid
B03685,C0441,2025-08-09,Advanced Excel,Administration,4,16676,2025-08-30,Pending
B03686,C0441,2025-09-19,Financial Analysis,Finance & Accounting,2,19116,2025-09-20,Paid
B03687,C0441,2025-11-12,Service Quality Management,Customer Service,8,32480,2025-12-03,Overdue
B03688,C0441,2025-12-28,Team Building Workshop,Team Building,3,22218,2026-01-26,Overdue
B03689,C0442,2023-03-06,Emotional Intelligence,Personal Development,14,44604,2023-04-04,Overdue
B03690,C0442,2023-06-14,Executive Leadership,Leadership & Management,11,92994,2023-07-04,Paid
B03691,C0442,2023-09-17,Generative AI Essentials,AI & Technology,8,87176,2023-10-14,Overdue
B03692,C0442,2024-01-06,Risk Management,Project Management,15,150990,2024-01-26,Paid
B03693,C0442,2024-04-08,Risk Management,Project Management,10,103210,2024-05-05,Pending
B03694,C0442,2024-07-15,HR Management Essentials,Human Resources,7,51079,2024-08-03,Paid
B03695,C0442,2024-10-11,Team Management Essentials,Leadership & Management,14,116746,2024-10-23,Paid
B03696,C0443,2022-03-03,Talent Acquisition,Human Resources,29,205755,2022-03-27,Pending
B03697,C0443,2022-04-20,ISO 9001 Quality Management,Compliance & Quality,20,132860,2022-04-24,Paid
B03698,C0443,2022-06-20,Performance Management,Leadership & Management,17,106726,2022-06-23,Paid
B03699,C0443,2022-08-06,AI for Business Leaders,AI & Technology,29,263900,2022-08-07,Paid
B03700,C0443,2022-10-13,Compensation & Benefits,Human Resources,26,194896,2022-10-30,Paid
B03701,C0443,2022-12-07,Customer Service Excellence,Customer Service,34,92582,2022-12-28,Pending
B03702,C0443,2023-02-07,Sales Fundamentals,Sales & Marketing,16,116048,2023-03-05,Overdue
B03703,C0443,2023-04-10,Financial Analysis,Finance & Accounting,16,113504,2023-04-29,Paid
B03704,C0443,2023-05-23,Risk Management,Project Management,26,195520,2023-06-10,Paid
B03705,C0443,2023-07-31,Emotional Intelligence,Personal Development,34,116484,2023-08-22,Overdue
B03706,C0443,2023-09-15,HR Management Essentials,Human Resources,34,211038,2023-10-08,Pending
B03707,C0443,2023-11-08,Strategic Marketing,Sales & Marketing,18,87300,2023-11-13,Paid
B03708,C0443,2023-12-24,Risk Management,Project Management,30,284970,2024-01-16,Overdue
B03709,C0443,2024-02-21,Compensation & Benefits,Human Resources,22,154880,2024-03-06,Paid
B03710,C0444,2023-09-25,Office Management,Administration,20,107200,2023-10-20,Overdue
B03711,C0444,2023-10-26,Prompt Engineering for Professionals,AI & Technology,22,150986,2023-11-24,Pending
B03712,C0444,2023-12-12,Virtual Team Building,Team Building,10,58090,2023-12-29,Paid
B03713,C0444,2024-01-10,Internal Control Systems,Compliance & Quality,16,117728,2024-01-19,Paid
B03714,C0444,2024-02-03,Financial Analysis,Finance & Accounting,19,163533,2024-03-02,Pending
B03715,C0444,2024-02-27,Budgeting & Forecasting,Finance & Accounting,25,226650,2024-03-17,Paid
B03716,C0444,2024-03-21,Prompt Engineering for Professionals,AI & Technology,20,112120,2024-03-29,Paid
B03717,C0444,2024-04-22,Sales Fundamentals,Sales & Marketing,10,70490,2024-04-27,Paid
B03718,C0444,2024-05-17,Leadership Excellence Program,Leadership & Management,21,180138,2024-06-10,Overdue
B03719,C0444,2024-06-18,Change Management,Leadership & Management,20,145380,2024-07-13,Overdue
B03720,C0445,2023-12-31,Time Management,Personal Development,7,32872,2024-01-07,Paid
B03721,C0445,2024-03-23,Finance for Non-Finance,Finance & Accounting,4,40820,2024-04-21,Overdue
B03722,C0445,2024-06-20,Digital Marketing,Sales & Marketing,7,57785,2024-06-25,Paid
B03723,C0445,2024-08-25,Prince2 Foundation,Project Management,7,88522,2024-08-29,Paid
B03724,C0445,2024-11-06,Strategic Leadership,Leadership & Management,8,61272,2024-12-04,Overdue
B03725,C0445,2025-01-19,Presentation Skills,Communication Skills,10,32650,2025-01-23,Paid
B03726,C0445,2025-04-10,Risk & Compliance,Compliance & Quality,4,28908,2025-04-30,Paid
B03727,C0445,2025-07-01,Negotiation Skills,Communication Skills,4,16472,2025-07-19,Paid
B03728,C0445,2025-09-06,Financial Analysis,Finance & Accounting,3,21252,2025-09-16,Paid
B03729,C0446,2023-09-01,Internal Audit,Finance & Accounting,22,157168,2023-09-14,Paid
B03730,C0446,2023-09-23,Compensation & Benefits,Human Resources,24,178224,2023-10-16,Pending
B03731,C0446,2023-10-29,Problem Solving,Personal Development,23,72427,2023-11-24,Overdue
B03732,C0446,2023-11-26,Executive Assistant Excellence,Administration,15,46845,2023-12-09,Paid
B03733,C0447,2024-07-18,Strategic Leadership,Leadership & Management,35,342545,2024-07-28,Paid
B03734,C0447,2024-09-26,PMP Certification Prep,Project Management,21,172725,2024-10-19,Pending
B03735,C0447,2024-11-22,Employee Relations,Human Resources,35,244055,2024-12-16,Pending
B03736,C0447,2025-01-29,Team Management Essentials,Leadership & Management,23,228735,2025-02-15,Paid
B03737,C0447,2025-04-04,Employee Relations,Human Resources,20,106460,2025-04-30,Pending
B03738,C0448,2023-03-31,ISO 9001 Quality Management,Compliance & Quality,12,102480,2023-04-23,Overdue
B03739,C0448,2023-07-11,Key Account Management,Sales & Marketing,13,87438,2023-07-22,Paid
B03740,C0448,2023-11-17,Generative AI Essentials,AI & Technology,14,119784,2023-12-04,Paid
B03741,C0448,2024-03-21,Customer Service Excellence,Customer Service,25,98675,2024-03-30,Paid
B03742,C0448,2024-07-03,Leadership Excellence Program,Leadership & Management,13,130091,2024-07-06,Paid
B03743,C0449,2025-11-23,Generative AI Essentials,AI & Technology,5,48450,2025-12-02,Paid
B03744,C0450,2023-12-19,Strategic Marketing,Sales & Marketing,12,77652,2024-01-04,Paid
B03745,C0450,2024-02-22,Digital Marketing,Sales & Marketing,8,67256,2024-03-03,Paid
B03746,C0450,2024-04-27,AI for Business Leaders,AI & Technology,10,109270,2024-05-20,Overdue
B03747,C0450,2024-06-26,Critical Thinking,Personal Development,11,38830,2024-07-26,Overdue
B03748,C0450,2024-08-04,Virtual Team Building,Team Building,9,64566,2024-08-27,Pending
B03749,C0450,2024-09-13,Time Management,Personal Development,11,55781,2024-09-17,Paid
B03750,C0450,2024-11-16,Performance Appraisal,Human Resources,9,78273,2024-11-21,Paid
B03751,C0450,2025-01-06,Agile & Scrum Fundamentals,Project Management,14,108920,2025-01-28,Overdue
B03752,C0450,2025-02-19,Risk & Compliance,Compliance & Quality,7,59262,2025-02-21,Paid
B03753,C0450,2025-04-17,Talent Acquisition,Human Resources,7,42490,2025-04-26,Paid
B03754,C0450,2025-06-24,Business Writing,Administration,6,22116,2025-07-03,Paid
B03755,C0450,2025-08-18,Prince2 Foundation,Project Management,14,119854,2025-09-04,Paid
B03756,C0451,2024-08-30,Digital Transformation,AI & Technology,18,110718,2024-09-14,Paid
B03757,C0451,2024-12-12,Emotional Intelligence,Personal Development,29,89407,2025-01-07,Overdue
B03758,C0451,2025-04-09,Prompt Engineering for Professionals,AI & Technology,34,328474,2025-04-28,Paid
B03759,C0451,2025-07-28,Finance for Non-Finance,Finance & Accounting,33,303336,2025-07-31,Paid
B03760,C0451,2025-11-30,Problem Solving,Personal Development,20,86760,2025-12-22,Pending
B03761,C0452,2021-08-30,Customer Service Excellence,Customer Service,10,49450,2021-09-22,Pending
B03762,C0452,2021-11-10,Advanced Excel,Administration,10,31910,2021-11-10,Paid
B03763,C0452,2022-01-22,Presentation Skills,Communication Skills,16,89248,2022-01-27,Paid
B03764,C0452,2022-04-11,Generative AI Essentials,AI & Technology,20,137420,2022-04-28,Paid
